from,to,flightType,price,distance,agency
Recife (PE),Natal (RN),firstClass,669.83,222.67,CloudFy
Natal (RN),Recife (PE),firstClass,744.11,222.67,CloudFy
Recife (PE),Florianopolis (SC),economic,761.2,676.53,CloudFy
Florianopolis (SC),Recife (PE),economic,674.52,676.53,CloudFy
Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,597.61,Rainbow
Rio de Janeiro (RJ),Aracaju (SE),firstClass,1386.46,597.61,Rainbow
Aracaju (SE),Sao Paulo (SP),economic,410.79,392.76,CloudFy
Sao Paulo (SP),Aracaju (SE),economic,722.74,392.76,CloudFy
Aracaju (SE),Brasilia (DF),premium,706.36,425.98,Rainbow
Brasilia (DF),Aracaju (SE),premium,965.62,425.98,Rainbow
Brasilia (DF),Aracaju (SE),firstClass,1260.1,425.98,CloudFy
Aracaju (SE),Brasilia (DF),firstClass,957.68,425.98,CloudFy
Recife (PE),Florianopolis (SC),economic,803.39,676.53,Rainbow
Florianopolis (SC),Recife (PE),economic,695.3,676.53,Rainbow
Recife (PE),Aracaju (SE),firstClass,1181.19,555.74,Rainbow
Aracaju (SE),Recife (PE),firstClass,1119.47,555.74,Rainbow
Aracaju (SE),Campo Grande (MS),economic,743.54,650.1,Rainbow
Campo Grande (MS),Aracaju (SE),economic,877.56,650.1,Rainbow
Aracaju (SE),Salvador (BH),economic,943.36,830.86,Rainbow
Salvador (BH),Aracaju (SE),economic,826.02,830.86,Rainbow
Aracaju (SE),Salvador (BH),firstClass,1684.05,830.86,CloudFy
Salvador (BH),Aracaju (SE),firstClass,1531.92,830.86,CloudFy
Aracaju (SE),Sao Paulo (SP),economic,446.73,392.76,Rainbow
Sao Paulo (SP),Aracaju (SE),economic,647.9,392.76,Rainbow
Recife (PE),Brasilia (DF),premium,638.63,242.21,Rainbow
Brasilia (DF),Recife (PE),premium,559.13,242.21,Rainbow
Aracaju (SE),Recife (PE),firstClass,1088.87,555.74,FlyingDrops
Recife (PE),Aracaju (SE),firstClass,1300.81,555.74,FlyingDrops
Brasilia (DF),Recife (PE),economic,432.1,242.21,CloudFy
Recife (PE),Brasilia (DF),economic,393.68,242.21,CloudFy
Recife (PE),Florianopolis (SC),firstClass,1434.38,676.53,FlyingDrops
Florianopolis (SC),Recife (PE),firstClass,1292.29,676.53,FlyingDrops
Recife (PE),Brasilia (DF),firstClass,721.93,242.21,Rainbow
Brasilia (DF),Recife (PE),firstClass,772.21,242.21,Rainbow
Brasilia (DF),Sao Paulo (SP),firstClass,992.17,257.81,Rainbow
Sao Paulo (SP),Brasilia (DF),firstClass,824.31,257.81,Rainbow
Aracaju (SE),Sao Paulo (SP),firstClass,756.3,392.76,FlyingDrops
Sao Paulo (SP),Aracaju (SE),firstClass,1269.73,392.76,FlyingDrops
Brasilia (DF),Rio de Janeiro (RJ),firstClass,539.39,183.37,FlyingDrops
Rio de Janeiro (RJ),Brasilia (DF),firstClass,591.19,183.37,FlyingDrops
Recife (PE),Brasilia (DF),premium,573.61,242.21,CloudFy
Brasilia (DF),Recife (PE),premium,568.38,242.21,CloudFy
Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,183.37,Rainbow
Rio de Janeiro (RJ),Brasilia (DF),premium,435.67,183.37,Rainbow
Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,597.61,CloudFy
Rio de Janeiro (RJ),Aracaju (SE),premium,1091.21,597.61,CloudFy
Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,597.61,CloudFy
Rio de Janeiro (RJ),Aracaju (SE),economic,796.42,597.61,CloudFy
Recife (PE),Florianopolis (SC),firstClass,1371.83,676.53,Rainbow
Florianopolis (SC),Recife (PE),firstClass,1175.62,676.53,Rainbow
Brasilia (DF),Florianopolis (SC),economic,889.07,637.56,Rainbow
Florianopolis (SC),Brasilia (DF),economic,555.01,637.56,Rainbow
Brasilia (DF),Salvador (BH),economic,921.08,676.56,Rainbow
Salvador (BH),Brasilia (DF),economic,609.83,676.56,Rainbow
Aracaju (SE),Natal (RN),firstClass,598.61,176.33,CloudFy
Natal (RN),Aracaju (SE),firstClass,576.66,176.33,CloudFy
Aracaju (SE),Sao Paulo (SP),premium,630.34,392.76,CloudFy
Sao Paulo (SP),Aracaju (SE),premium,906.59,392.76,CloudFy
Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,183.37,Rainbow
Rio de Janeiro (RJ),Brasilia (DF),premium,435.67,183.37,Rainbow
Recife (PE),Brasilia (DF),premium,638.63,242.21,Rainbow
Brasilia (DF),Recife (PE),premium,559.13,242.21,Rainbow
Aracaju (SE),Natal (RN),firstClass,598.61,176.33,CloudFy
Natal (RN),Aracaju (SE),firstClass,576.66,176.33,CloudFy
Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,597.61,Rainbow
Rio de Janeiro (RJ),Aracaju (SE),firstClass,1386.46,597.61,Rainbow
Recife (PE),Rio de Janeiro (RJ),firstClass,1612.39,885.57,CloudFy
Rio de Janeiro (RJ),Recife (PE),firstClass,1664.01,885.57,CloudFy
Brasilia (DF),Recife (PE),firstClass,804.24,242.21,CloudFy
Recife (PE),Brasilia (DF),firstClass,709.25,242.21,CloudFy
Recife (PE),Natal (RN),firstClass,633.71,222.67,FlyingDrops
Natal (RN),Recife (PE),firstClass,694.42,222.67,FlyingDrops
Brasilia (DF),Aracaju (SE),firstClass,1287.52,425.98,FlyingDrops
Aracaju (SE),Brasilia (DF),firstClass,898.04,425.98,FlyingDrops
Brasilia (DF),Aracaju (SE),premium,987.07,425.98,CloudFy
Aracaju (SE),Brasilia (DF),premium,755.62,425.98,CloudFy
Aracaju (SE),Rio de Janeiro (RJ),economic,712.64,597.61,Rainbow
Rio de Janeiro (RJ),Aracaju (SE),economic,734.09,597.61,Rainbow
Aracaju (SE),Salvador (BH),firstClass,1684.05,830.86,CloudFy
Salvador (BH),Aracaju (SE),firstClass,1531.92,830.86,CloudFy
Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,885.57,Rainbow
Rio de Janeiro (RJ),Recife (PE),firstClass,1617.81,885.57,Rainbow
Brasilia (DF),Salvador (BH),economic,958.15,676.56,CloudFy
Salvador (BH),Brasilia (DF),economic,587.85,676.56,CloudFy
Recife (PE),Aracaju (SE),firstClass,1166.1,555.74,CloudFy
Aracaju (SE),Recife (PE),firstClass,1124.11,555.74,CloudFy
Aracaju (SE),Recife (PE),firstClass,1088.87,555.74,FlyingDrops
Recife (PE),Aracaju (SE),firstClass,1300.81,555.74,FlyingDrops
Brasilia (DF),Aracaju (SE),firstClass,1214.82,425.98,Rainbow
Aracaju (SE),Brasilia (DF),firstClass,959.29,425.98,Rainbow
Aracaju (SE),Rio de Janeiro (RJ),premium,930.12,597.61,Rainbow
Rio de Janeiro (RJ),Aracaju (SE),premium,1098.93,597.61,Rainbow
Recife (PE),Salvador (BH),economic,861.68,788.55,Rainbow
Salvador (BH),Recife (PE),economic,751.37,788.55,Rainbow
Recife (PE),Rio de Janeiro (RJ),firstClass,1611.14,885.57,Rainbow
Rio de Janeiro (RJ),Recife (PE),firstClass,1617.81,885.57,Rainbow
Brasilia (DF),Florianopolis (SC),firstClass,1487.52,637.56,CloudFy
Florianopolis (SC),Brasilia (DF),firstClass,1127.36,637.56,CloudFy
Aracaju (SE),Recife (PE),premium,835.21,555.74,CloudFy
Recife (PE),Aracaju (SE),premium,932.84,555.74,CloudFy
Recife (PE),Campo Grande (MS),firstClass,1110.76,535.4,CloudFy
Campo Grande (MS),Recife (PE),firstClass,1244.73,535.4,CloudFy
Recife (PE),Salvador (BH),firstClass,1596.61,788.55,FlyingDrops
Salvador (BH),Recife (PE),firstClass,1348.04,788.55,FlyingDrops
Recife (PE),Rio de Janeiro (RJ),premium,1351.89,885.57,Rainbow
Rio de Janeiro (RJ),Recife (PE),premium,1306.26,885.57,Rainbow
Aracaju (SE),Florianopolis (SC),economic,852.18,808.85,Rainbow
Florianopolis (SC),Aracaju (SE),economic,819.41,808.85,Rainbow
Recife (PE),Aracaju (SE),premium,932.22,555.74,Rainbow
Aracaju (SE),Recife (PE),premium,875.41,555.74,Rainbow
Aracaju (SE),Natal (RN),premium,427.25,176.33,Rainbow
Natal (RN),Aracaju (SE),premium,479.37,176.33,Rainbow
Aracaju (SE),Rio de Janeiro (RJ),firstClass,1183.57,597.61,CloudFy
Rio de Janeiro (RJ),Aracaju (SE),firstClass,1446.4,597.61,CloudFy
Brasilia (DF),Campo Grande (MS),economic,629.54,277.7,Rainbow
Campo Grande (MS),Brasilia (DF),economic,517.82,277.7,Rainbow
Brasilia (DF),Recife (PE),premium,568.38,242.21,CloudFy
Recife (PE),Brasilia (DF),premium,573.61,242.21,CloudFy
Aracaju (SE),Salvador (BH),economic,964.83,830.86,CloudFy
Salvador (BH),Aracaju (SE),economic,811.73,830.86,CloudFy
Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,885.57,FlyingDrops
Rio de Janeiro (RJ),Recife (PE),firstClass,1702.23,885.57,FlyingDrops
Aracaju (SE),Florianopolis (SC),firstClass,1515.79,808.85,CloudFy
Florianopolis (SC),Aracaju (SE),firstClass,1468.03,808.85,CloudFy
Aracaju (SE),Campo Grande (MS),economic,743.54,650.1,Rainbow
Campo Grande (MS),Aracaju (SE),economic,877.56,650.1,Rainbow
Brasilia (DF),Recife (PE),firstClass,772.21,242.21,Rainbow
Recife (PE),Brasilia (DF),firstClass,721.93,242.21,Rainbow
Recife (PE),Sao Paulo (SP),premium,657.87,486.52,CloudFy
Sao Paulo (SP),Recife (PE),premium,1195.26,486.52,CloudFy
Aracaju (SE),Campo Grande (MS),economic,750.92,650.1,CloudFy
Campo Grande (MS),Aracaju (SE),economic,886.9,650.1,CloudFy
Aracaju (SE),Salvador (BH),premium,1289.05,830.86,Rainbow
Salvador (BH),Aracaju (SE),premium,1247.02,830.86,Rainbow
Aracaju (SE),Brasilia (DF),firstClass,898.04,425.98,FlyingDrops
Brasilia (DF),Aracaju (SE),firstClass,1287.52,425.98,FlyingDrops
Brasilia (DF),Rio de Janeiro (RJ),premium,457.95,183.37,CloudFy
Rio de Janeiro (RJ),Brasilia (DF),premium,503.26,183.37,CloudFy
Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,885.57,FlyingDrops
Rio de Janeiro (RJ),Recife (PE),firstClass,1702.23,885.57,FlyingDrops
Aracaju (SE),Florianopolis (SC),firstClass,1515.79,808.85,CloudFy
Florianopolis (SC),Aracaju (SE),firstClass,1468.03,808.85,CloudFy
Recife (PE),Natal (RN),economic,301.51,222.67,CloudFy
Natal (RN),Recife (PE),economic,429.77,222.67,CloudFy
Brasilia (DF),Florianopolis (SC),premium,1222.24,637.56,Rainbow
Florianopolis (SC),Brasilia (DF),premium,814.55,637.56,Rainbow
Brasilia (DF),Natal (RN),firstClass,1313.76,550.69,CloudFy
Natal (RN),Brasilia (DF),firstClass,1300.53,550.69,CloudFy
Brasilia (DF),Campo Grande (MS),economic,629.54,277.7,Rainbow
Campo Grande (MS),Brasilia (DF),economic,517.82,277.7,Rainbow
Recife (PE),Campo Grande (MS),economic,615.59,535.4,Rainbow
Campo Grande (MS),Recife (PE),economic,674.16,535.4,Rainbow
Recife (PE),Brasilia (DF),economic,439.38,242.21,Rainbow
Brasilia (DF),Recife (PE),economic,421.2,242.21,Rainbow
Aracaju (SE),Natal (RN),firstClass,577.71,176.33,FlyingDrops
Natal (RN),Aracaju (SE),firstClass,611.59,176.33,FlyingDrops
Brasilia (DF),Campo Grande (MS),firstClass,1096.58,277.7,CloudFy
Campo Grande (MS),Brasilia (DF),firstClass,949.99,277.7,CloudFy
Aracaju (SE),Campo Grande (MS),economic,750.92,650.1,CloudFy
Campo Grande (MS),Aracaju (SE),economic,886.9,650.1,CloudFy
Brasilia (DF),Sao Paulo (SP),premium,698.1,257.81,CloudFy
Sao Paulo (SP),Brasilia (DF),premium,602.12,257.81,CloudFy
Recife (PE),Sao Paulo (SP),premium,670.13,486.52,Rainbow
Sao Paulo (SP),Recife (PE),premium,1145.72,486.52,Rainbow
Aracaju (SE),Brasilia (DF),firstClass,898.04,425.98,FlyingDrops
Brasilia (DF),Aracaju (SE),firstClass,1287.52,425.98,FlyingDrops
Brasilia (DF),Recife (PE),economic,432.1,242.21,CloudFy
Recife (PE),Brasilia (DF),economic,393.68,242.21,CloudFy
Recife (PE),Natal (RN),firstClass,628.96,222.67,Rainbow
Natal (RN),Recife (PE),firstClass,806.91,222.67,Rainbow
Recife (PE),Natal (RN),premium,488.73,222.67,Rainbow
Natal (RN),Recife (PE),premium,579.62,222.67,Rainbow
Recife (PE),Salvador (BH),firstClass,1596.61,788.55,FlyingDrops
Salvador (BH),Recife (PE),firstClass,1348.04,788.55,FlyingDrops
Recife (PE),Florianopolis (SC),premium,1070.54,676.53,Rainbow
Florianopolis (SC),Recife (PE),premium,1013.4,676.53,Rainbow
Aracaju (SE),Campo Grande (MS),premium,1021.53,650.1,CloudFy
Campo Grande (MS),Aracaju (SE),premium,1215.45,650.1,CloudFy
Aracaju (SE),Sao Paulo (SP),firstClass,730.43,392.76,CloudFy
Sao Paulo (SP),Aracaju (SE),firstClass,1186.15,392.76,CloudFy
Aracaju (SE),Florianopolis (SC),firstClass,1499.93,808.85,FlyingDrops
Florianopolis (SC),Aracaju (SE),firstClass,1574.28,808.85,FlyingDrops
Brasilia (DF),Rio de Janeiro (RJ),premium,440.69,183.37,Rainbow
Rio de Janeiro (RJ),Brasilia (DF),premium,435.67,183.37,Rainbow
Aracaju (SE),Campo Grande (MS),premium,1021.53,650.1,CloudFy
Campo Grande (MS),Aracaju (SE),premium,1215.45,650.1,CloudFy
Aracaju (SE),Campo Grande (MS),firstClass,1376.09,650.1,FlyingDrops
Campo Grande (MS),Aracaju (SE),firstClass,1473.41,650.1,FlyingDrops
Recife (PE),Sao Paulo (SP),premium,657.87,486.52,CloudFy
Sao Paulo (SP),Recife (PE),premium,1195.26,486.52,CloudFy
Recife (PE),Aracaju (SE),premium,932.22,555.74,Rainbow
Aracaju (SE),Recife (PE),premium,875.41,555.74,Rainbow
Recife (PE),Salvador (BH),premium,1242.65,788.55,CloudFy
Salvador (BH),Recife (PE),premium,1016.53,788.55,CloudFy
Recife (PE),Natal (RN),firstClass,633.71,222.67,FlyingDrops
Natal (RN),Recife (PE),firstClass,694.42,222.67,FlyingDrops
Brasilia (DF),Sao Paulo (SP),economic,538.95,257.81,CloudFy
Sao Paulo (SP),Brasilia (DF),economic,389.47,257.81,CloudFy
Aracaju (SE),Campo Grande (MS),firstClass,1387.89,650.1,Rainbow
Campo Grande (MS),Aracaju (SE),firstClass,1545.78,650.1,Rainbow
Brasilia (DF),Campo Grande (MS),firstClass,1009.71,277.7,FlyingDrops
Campo Grande (MS),Brasilia (DF),firstClass,847.83,277.7,FlyingDrops
Recife (PE),Florianopolis (SC),economic,803.39,676.53,Rainbow
Florianopolis (SC),Recife (PE),economic,695.3,676.53,Rainbow
Aracaju (SE),Sao Paulo (SP),firstClass,752.27,392.76,Rainbow
Sao Paulo (SP),Aracaju (SE),firstClass,1159.84,392.76,Rainbow
Recife (PE),Brasilia (DF),premium,638.63,242.21,Rainbow
Brasilia (DF),Recife (PE),premium,559.13,242.21,Rainbow
Aracaju (SE),Florianopolis (SC),economic,852.18,808.85,Rainbow
Florianopolis (SC),Aracaju (SE),economic,819.41,808.85,Rainbow
Aracaju (SE),Sao Paulo (SP),firstClass,752.27,392.76,Rainbow
Sao Paulo (SP),Aracaju (SE),firstClass,1159.84,392.76,Rainbow
Brasilia (DF),Sao Paulo (SP),economic,538.95,257.81,CloudFy
Sao Paulo (SP),Brasilia (DF),economic,389.47,257.81,CloudFy
Aracaju (SE),Brasilia (DF),economic,472.72,425.98,CloudFy
Brasilia (DF),Aracaju (SE),economic,654.88,425.98,CloudFy
Brasilia (DF),Natal (RN),premium,1107.52,550.69,Rainbow
Natal (RN),Brasilia (DF),premium,919.89,550.69,Rainbow
Aracaju (SE),Salvador (BH),premium,1289.05,830.86,Rainbow
Salvador (BH),Aracaju (SE),premium,1247.02,830.86,Rainbow
Recife (PE),Florianopolis (SC),premium,1074.75,676.53,CloudFy
Florianopolis (SC),Recife (PE),premium,918.66,676.53,CloudFy
Recife (PE),Salvador (BH),firstClass,1470.41,788.55,Rainbow
Salvador (BH),Recife (PE),firstClass,1440.25,788.55,Rainbow
Aracaju (SE),Salvador (BH),firstClass,1714.75,830.86,FlyingDrops
Salvador (BH),Aracaju (SE),firstClass,1581.59,830.86,FlyingDrops
Recife (PE),Aracaju (SE),premium,932.84,555.74,CloudFy
Aracaju (SE),Recife (PE),premium,835.21,555.74,CloudFy
Brasilia (DF),Salvador (BH),economic,921.08,676.56,Rainbow
Salvador (BH),Brasilia (DF),economic,609.83,676.56,Rainbow
Aracaju (SE),Salvador (BH),firstClass,1723.71,830.86,Rainbow
Salvador (BH),Aracaju (SE),firstClass,1520.02,830.86,Rainbow
Brasilia (DF),Campo Grande (MS),economic,629.54,277.7,Rainbow
Campo Grande (MS),Brasilia (DF),economic,517.82,277.7,Rainbow
Recife (PE),Brasilia (DF),firstClass,697.22,242.21,FlyingDrops
Brasilia (DF),Recife (PE),firstClass,691.39,242.21,FlyingDrops
Aracaju (SE),Recife (PE),economic,604.14,555.74,CloudFy
Recife (PE),Aracaju (SE),economic,684.88,555.74,CloudFy
Recife (PE),Aracaju (SE),premium,932.22,555.74,Rainbow
Aracaju (SE),Recife (PE),premium,875.41,555.74,Rainbow
Recife (PE),Campo Grande (MS),premium,793.15,535.4,CloudFy
Campo Grande (MS),Recife (PE),premium,959.91,535.4,CloudFy
Brasilia (DF),Florianopolis (SC),premium,1222.24,637.56,Rainbow
Florianopolis (SC),Brasilia (DF),premium,814.55,637.56,Rainbow
Aracaju (SE),Campo Grande (MS),firstClass,1389.37,650.1,CloudFy
Campo Grande (MS),Aracaju (SE),firstClass,1581.8,650.1,CloudFy
Recife (PE),Campo Grande (MS),premium,832.77,535.4,Rainbow
Campo Grande (MS),Recife (PE),premium,991.22,535.4,Rainbow
Brasilia (DF),Salvador (BH),firstClass,1665.24,676.56,Rainbow
Salvador (BH),Brasilia (DF),firstClass,1040.84,676.56,Rainbow
Aracaju (SE),Natal (RN),premium,427.25,176.33,Rainbow
Natal (RN),Aracaju (SE),premium,479.37,176.33,Rainbow
Recife (PE),Florianopolis (SC),firstClass,1354.53,676.53,CloudFy
Florianopolis (SC),Recife (PE),firstClass,1300.6,676.53,CloudFy
Aracaju (SE),Rio de Janeiro (RJ),premium,1007.72,597.61,CloudFy
Rio de Janeiro (RJ),Aracaju (SE),premium,1091.21,597.61,CloudFy
Aracaju (SE),Rio de Janeiro (RJ),economic,717.04,597.61,CloudFy
Rio de Janeiro (RJ),Aracaju (SE),economic,796.42,597.61,CloudFy
Recife (PE),Campo Grande (MS),firstClass,1069.12,535.4,Rainbow
Campo Grande (MS),Recife (PE),firstClass,1185.95,535.4,Rainbow
Aracaju (SE),Brasilia (DF),economic,472.72,425.98,CloudFy
Brasilia (DF),Aracaju (SE),economic,654.88,425.98,CloudFy
Brasilia (DF),Florianopolis (SC),firstClass,1487.52,637.56,CloudFy
Florianopolis (SC),Brasilia (DF),firstClass,1127.36,637.56,CloudFy
Aracaju (SE),Natal (RN),firstClass,598.61,176.33,CloudFy
Natal (RN),Aracaju (SE),firstClass,576.66,176.33,CloudFy
Brasilia (DF),Campo Grande (MS),premium,851.15,277.7,Rainbow
Campo Grande (MS),Brasilia (DF),premium,691.99,277.7,Rainbow
Aracaju (SE),Brasilia (DF),firstClass,957.68,425.98,CloudFy
Brasilia (DF),Aracaju (SE),firstClass,1260.1,425.98,CloudFy
Aracaju (SE),Recife (PE),premium,835.21,555.74,CloudFy
Recife (PE),Aracaju (SE),premium,932.84,555.74,CloudFy
Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,183.37,CloudFy
Rio de Janeiro (RJ),Brasilia (DF),firstClass,688.06,183.37,CloudFy
Recife (PE),Salvador (BH),economic,842.11,788.55,CloudFy
Salvador (BH),Recife (PE),economic,767.27,788.55,CloudFy
Aracaju (SE),Recife (PE),economic,604.14,555.74,CloudFy
Recife (PE),Aracaju (SE),economic,684.88,555.74,CloudFy
Recife (PE),Florianopolis (SC),premium,1070.54,676.53,Rainbow
Florianopolis (SC),Recife (PE),premium,1013.4,676.53,Rainbow
Aracaju (SE),Sao Paulo (SP),firstClass,730.43,392.76,CloudFy
Sao Paulo (SP),Aracaju (SE),firstClass,1186.15,392.76,CloudFy
Aracaju (SE),Salvador (BH),firstClass,1723.71,830.86,Rainbow
Salvador (BH),Aracaju (SE),firstClass,1520.02,830.86,Rainbow
Brasilia (DF),Rio de Janeiro (RJ),firstClass,649.64,183.37,CloudFy
Rio de Janeiro (RJ),Brasilia (DF),firstClass,688.06,183.37,CloudFy
Aracaju (SE),Salvador (BH),premium,1288.79,830.86,CloudFy
Salvador (BH),Aracaju (SE),premium,1209.04,830.86,CloudFy
Brasilia (DF),Florianopolis (SC),economic,884.94,637.56,CloudFy
Florianopolis (SC),Brasilia (DF),economic,636.51,637.56,CloudFy
Brasilia (DF),Salvador (BH),firstClass,1665.24,676.56,Rainbow
Salvador (BH),Brasilia (DF),firstClass,1040.84,676.56,Rainbow
Recife (PE),Brasilia (DF),firstClass,709.25,242.21,CloudFy
Brasilia (DF),Recife (PE),firstClass,804.24,242.21,CloudFy
Aracaju (SE),Brasilia (DF),firstClass,898.04,425.98,FlyingDrops
Brasilia (DF),Aracaju (SE),firstClass,1287.52,425.98,FlyingDrops
Aracaju (SE),Sao Paulo (SP),firstClass,752.27,392.76,Rainbow
Sao Paulo (SP),Aracaju (SE),firstClass,1159.84,392.76,Rainbow
Aracaju (SE),Recife (PE),firstClass,1088.87,555.74,FlyingDrops
Recife (PE),Aracaju (SE),firstClass,1300.81,555.74,FlyingDrops
Recife (PE),Rio de Janeiro (RJ),firstClass,1706.89,885.57,FlyingDrops
Rio de Janeiro (RJ),Recife (PE),firstClass,1702.23,885.57,FlyingDrops
Recife (PE),Campo Grande (MS),economic,563.71,535.4,CloudFy
Campo Grande (MS),Recife (PE),economic,659.43,535.4,CloudFy
Aracaju (SE),Natal (RN),economic,332.1,176.33,CloudFy
Natal (RN),Aracaju (SE),economic,361.68,176.33,CloudFy
Aracaju (SE),Rio de Janeiro (RJ),firstClass,1190.94,597.61,FlyingDrops
Rio de Janeiro (RJ),Aracaju (SE),firstClass,1381.55,597.61,FlyingDrops
Brasilia (DF),Aracaju (SE),economic,721.2,425.98,Rainbow
Aracaju (SE),Brasilia (DF),economic,548.62,425.98,Rainbow
Aracaju (SE),Florianopolis (SC),firstClass,1582.41,808.85,Rainbow
Florianopolis (SC),Aracaju (SE),firstClass,1582.1,808.85,Rainbow
Recife (PE),Campo Grande (MS),economic,615.59,535.4,Rainbow
Campo Grande (MS),Recife (PE),economic,674.16,535.4,Rainbow
Recife (PE),Sao Paulo (SP),premium,657.87,486.52,CloudFy
Sao Paulo (SP),Recife (PE),premium,1195.26,486.52,CloudFy
Recife (PE),Aracaju (SE),premium,932.84,555.74,CloudFy
Aracaju (SE),Recife (PE),premium,835.21,555.74,CloudFy
Recife (PE),Salvador (BH),firstClass,1596.61,788.55,FlyingDrops
Salvador (BH),Recife (PE),firstClass,1348.04,788.55,FlyingDrops
Aracaju (SE),Brasilia (DF),economic,472.72,425.98,CloudFy
Brasilia (DF),Aracaju (SE),economic,654.88,425.98,CloudFy
Recife (PE),Sao Paulo (SP),premium,670.13,486.52,Rainbow
Sao Paulo (SP),Recife (PE),premium,1145.72,486.52,Rainbow
Brasilia (DF),Rio de Janeiro (RJ),premium,457.95,183.37,CloudFy
Rio de Janeiro (RJ),Brasilia (DF),premium,503.26,183.37,CloudFy
Brasilia (DF),Recife (PE),premium,559.13,242.21,Rainbow
Recife (PE),Brasilia (DF),premium,638.63,242.21,Rainbow
Aracaju (SE),Sao Paulo (SP),economic,446.73,392.76,Rainbow
Sao Paulo (SP),Aracaju (SE),economic,647.9,392.76,Rainbow
Recife (PE),Rio de Janeiro (RJ),premium,1270.03,885.57,CloudFy
Rio de Janeiro (RJ),Recife (PE),premium,1333.52,885.57,CloudFy
Aracaju (SE),Rio de Janeiro (RJ),firstClass,1189.86,597.61,Rainbow
Rio de Janeiro (RJ),Aracaju (SE),firstClass,1386.46,597.61,Rainbow
Aracaju (SE),Brasilia (DF),firstClass,957.68,425.98,CloudFy
Brasilia (DF),Aracaju (SE),firstClass,1260.1,425.98,CloudFy
Recife (PE),Natal (RN),economic,360.22,222.67,Rainbow
Natal (RN),Recife (PE),economic,406.36,222.67,Rainbow
Recife (PE),Aracaju (SE),economic,684.88,555.74,CloudFy
Aracaju (SE),Recife (PE),economic,604.14,555.74,CloudFy
Aracaju (SE),Natal (RN),firstClass,549.96,176.33,Rainbow
Natal (RN),Aracaju (SE),firstClass,611.4,176.33,Rainbow
Recife (PE),Rio de Janeiro (RJ),premium,1351.89,885.57,Rainbow
Rio de Janeiro (RJ),Recife (PE),premium,1306.26,885.57,Rainbow
Brasilia (DF),Florianopolis (SC),firstClass,1576.97,637.56,Rainbow
Florianopolis (SC),Brasilia (DF),firstClass,1087.18,637.56,Rainbow
Aracaju (SE),Brasilia (DF),premium,755.62,425.98,CloudFy
Brasilia (DF),Aracaju (SE),premium,987.07,425.98,CloudFy
Brasilia (DF),Salvador (BH),premium,1268.97,676.56,Rainbow
Salvador (BH),Brasilia (DF),premium,882.86,676.56,Rainbow
Brasilia (DF),Salvador (BH),premium,1346.6,676.56,CloudFy
Salvador (BH),Brasilia (DF),premium,836.89,676.56,CloudFy
Recife (PE),Aracaju (SE),firstClass,1166.1,555.74,CloudFy
Aracaju (SE),Recife (PE),firstClass,1124.11,555.74,CloudFy
Brasilia (DF),Florianopolis (SC),firstClass,1569.65,637.56,FlyingDrops
Florianopolis (SC),Brasilia (DF),firstClass,1097.17,637.56,FlyingDrops
Aracaju (SE),Campo Grande (MS),firstClass,1376.09,650.1,FlyingDrops
Campo Grande (MS),Aracaju (SE),firstClass,1473.41,650.1,FlyingDrops
